CPSC	recall_number	remedy	sold_to	name_of_product	description	manufacturer	sold_exclusively_at	manufactured_in	incidents_injuries	hazard	importer	consumer_contact	units
CPSC	97162	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97161	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97160	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97160	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97159	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97158	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97155	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97154	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97153	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97151	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97149	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97148	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97146	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97145	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97147	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97144	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97143	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97142	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97141	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97140	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97139	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97137	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97135	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97132	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97130	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97129	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97126	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97124	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97123	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97120	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97125	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97121	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97118	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97119	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97116	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97113	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97115	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97112	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97110	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97107	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97108	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97109	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97106	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97104	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97105	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97104	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97105	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97102	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97101	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97100	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97097	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97098	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97095	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97096	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97091	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97092	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97094	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97088	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97089	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97090	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97085	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97086	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97087	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97084	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97083	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97082	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97079	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97078	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97076	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97075	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97073	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97072	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97074	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97069	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97070	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97067	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97066	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97065	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97064	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97061	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97060	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97059	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97057	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97056	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97055	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97054	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	77001	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97053	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97052	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97050	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97051	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97048	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97049	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97046	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97042	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97043	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97045	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97044	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97041	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97042	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97043	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97045	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97044	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97041	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97038	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97037	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97034	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97032	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97033	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97031	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97030	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97026	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97027	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97024	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97023	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97021	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97019	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97018	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97017	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97015	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97016	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97012	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97011	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97013	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97008	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97009	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97007	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97006	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97004	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97005	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	97002	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96195	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96190	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96188	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96185	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96184	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96183	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96182	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96180	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96178	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96176	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96179	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96175	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96171	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96172	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96169	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96168	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96167	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96164	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96163	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96161	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96162	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96158	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96157	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96155	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96153	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96152	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96149	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96148	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96145	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96141	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96142	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96138	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96135	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96137	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96130	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96136	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96133	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96128	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96124	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96125	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96113	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96121	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96123	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96120	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96119	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96118	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96117	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96116	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96114	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96111	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96108	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96110	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96097	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96105	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96105	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96104	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96103	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96102	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96099	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96098	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96095	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96092	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96093	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96094	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96090	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96088	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96087	null	null	null	null	null	null	null	null	null	null	null	null
CPSC	96086	null	null	null	null	null	null	null	null	null	null	null	null
