organization	recall_number	recall_date	recall_url	manufacturers	product_types	descriptions	upcs	hazards	countries
CPSC	04226	2004-09-29	http://www.cpsc.gov/en/Recalls/2004/CPSC-Specialized-Bicycle-Components-Inc-Announce-Recall-of-Bicycles-/	Specialized	Bicycles & Accessories	Specialized Allez sport, Allez Elite, Roubaix, Sequoia bicycles		Vehicle Accident	Taiwan
CPSC	04227	2004-09-29	http://www.cpsc.gov/en/Recalls/2004/CPSC-Full-Speed-Ahead-Announce-Recall-of-Scatto-Bicycle-Wheel-Quick-Releases-/	Full Speed Ahead	Bicycles & Accessories	Full Speed Ahead Scatto bicycle wheel quick releases		Vehicle Accident	Taiwan
CPSC	04224	2004-09-28	http://www.cpsc.gov/en/Recalls/2004/CPSC-Sauder-Woodworking-Co-Announce-Recall-of-TVVCR-Carts-/	Sauder Woodworking	Television Carts/Stands/Entertainment Centers	Sauder Woodworking TV (television)/VCR carts		Collapse	United States
CPSC	04225	2004-09-28	http://www.cpsc.gov/en/Recalls/2004/CPSC-PlayKids-USA-Announce-Recall-of-Baby-Walkers-/	PlayKids	Baby Walkers/Stationary Entertainers	Playkids USA baby walkers		Fall	Taiwan
CPSC	04585	2004-09-27	http://www.cpsc.gov/en/Recalls/2004/CPSC-Polaris-Industries-Announce-Recall-of-ATVs1/	Polaris	All Terrain Vehicles (ATVs)	Polaris Sportsman 700 EFI All Terrain Vehicles (ATVs)		Vehicle Accident	United States
CPSC	04222	2004-09-24	http://www.cpsc.gov/en/Recalls/2004/CPSC-IKEA-Home-Furnishings-Announce-Recall-of-Glass-Door-Wall-Cabinets/	IKEA,null	Furniture (Miscellaneous)	IKEA BERTBY Glass-Door Wall Cabinets		Fall	Italy
CPSC	04223	2004-09-24	http://www.cpsc.gov/en/Recalls/2004/CPSC-Natura-Products-Downey-Inc-Announce-Recall-of-Pacifiers/	Natura Products Downey,null	Pacifiers & Accessories	Natura Products Downey Jaloma pacifiers		Choking	Mexico
CPSC	04221	2004-09-23	http://www.cpsc.gov/en/Recalls/2004/CPSC-Delta-Enterprise-Corp-Announce-Recall-to-Repair-Directors-Chairs-for-Children-/	Delta Enterprise	Furniture (Children)	Delta The Wiggles, Dora the Explorer Director’s Chairs for Children,null		Laceration,null	China
CPSC	04220	2004-09-22	http://www.cpsc.gov/en/Recalls/2004/CPSC-Performance-Inc-and-Supergo-Inc-Announce-Recall-of-Bicycle-Handlebars-/	Performance,null,null	Bicycles & Accessories	Performance Forte Flyte OS, Supergo Weyless OS Carbon Road handlebars,null		Vehicle Accident	Taiwan
CPSC	04583	2004-09-22	http://www.cpsc.gov/en/Recalls/2004/CPSC-Eddie-Bauer-Announce-Recall-of-Ebtek-Brand-Backpacks-with-Stools/	Ebtek,null,null	Backpacks/Bags	Eddie Bauer Ebtek Brand Backpacks with Stools		Fall	Vietnam
CPSC	04584	2004-09-22	http://www.cpsc.gov/en/Recalls/2004/CPSC-Bombardier-Recreational-Products-Inc-and-Deere--Company-Announce-Recall-of-ATVs/	Bombardier (BRP),null	All Terrain Vehicles (ATVs)	Bombardier Traxter, Quest, CVT (& MAX versions) All Terrain Vehicles (ATVs),null		Vehicle Accident	Canada
CPSC	04218	2004-09-21	http://www.cpsc.gov/en/Recalls/2004/CPSC-Gruga-USA-Announce-Recall-to-Repair-Office-Chairs-Sold-At-Staples-Stores-/	Gruga U.S.A.,null,null	Chairs & Stools	Novimex Fashion executive Office Chairs		Fall	China
CPSC	04219	2004-09-21	http://www.cpsc.gov/en/Recalls/2004/CPSC-Wild-Country-Ltd-Announce-Recall-of-Helium-Carabiners-/	DMM Engineering,null,null	Climbing Equipment	Wild Country Helium Dyneema, DYN, Clean Wire; Oxygen-Helium carabiners		Fall	United Kingdom
CPSC	04217	2004-09-20	http://www.cpsc.gov/en/Recalls/2004/CPSC-Reebok-International-Announce-Recall-of-Toddlers-Athletic-Shoes-/	Reebok	Shoes, Sandals & Boots	Reebok I3/Answer Iverson The Realist toddler's athletic shoes		Choking	China
CPSC	04582	2004-09-17	http://www.cpsc.gov/en/Recalls/2004/CPSC-IMI-Cornelius-Announce-Recall-to-Repair-Frozen-Carbonate-Drink-Dispensers/	IMI Cornelius	Water & Drink Dispensers	IMI Cornelius Pinnacle FCB Frozen Carbonate Drink Dispensers		Burn - Not Fire-Related	United States
CPSC	04582	2004-09-17	http://www.cpsc.gov/en/Recalls/2004/CPSC-IMI-Cornelius-Announce-Recall-to-Repair-Frozen-Carbonate-Drink-Dispensers/	IMI Cornelius	Water & Drink Dispensers	IMI Cornelius Pinnacle FCB Frozen Carbonate Drink Dispensers		Burn - Not Fire-Related	United States
CPSC	04581	2004-09-16	http://www.cpsc.gov/en/Recalls/2004/CPSC-Arctic-Cat-Inc-Announce-Recall-of-Certain-2004-Snowmobiles/	Arctic Cat	Snowmobiles	Arctic Cat Firecat and Sabercat snowmobiles		Vehicle Accident	United States
CPSC	04215	2004-09-15	http://www.cpsc.gov/en/Recalls/2004/CPSC-NCR-Corp-Announce-Recall-of-NCR-Universal-Inkjet-Refill-Kits-/	NCR,null,null	Computer Equipment	NCR Universal Inkjet Refill Kits		Poisoning	China
CPSC	04214	2004-09-14	http://www.cpsc.gov/en/Recalls/2004/CPSC-Baby-Swede-LLC-Announce-Recall-to-Repair-Baby-Bjorn-Infant-Carriers-/	Baby Swede,null	Infant Carriers/Slings/Backpacks/Car Seats	Baby Björn Baby Carrier Active Infant Carriers		Fall	Sweden
CPSC	04580	2004-09-14	http://www.cpsc.gov/en/Recalls/2004/CPSC-Polaris-Industries-Announce-Recall-of-ATVs/	Polaris	All Terrain Vehicles (ATVs)	Polaris Predator All Terrain Vehicles (ATVs)		Vehicle Accident	United States
CPSC	04212	2004-09-09	http://www.cpsc.gov/en/Recalls/2004/CPSC-Hasbro-Inc-Announce-Recall-of-Monster-Rockets-/	Hasbro,null,null,null,null	Toy Miscellaneous	Hasbro Super Soaker Monster Rockets		Explosion/Projectiles	China
CPSC	04579	2004-09-09	http://www.cpsc.gov/en/Recalls/2004/CPSC-Suzuki-Announce-Recall-of-Four-Wheel-Drive-Eiger-ATVs/	Suzuki	All Terrain Vehicles (ATVs)	Eiger QuadRunner All Terrain Vehicles (ATVs) by Suzuki		Vehicle Accident	United States
CPSC	04211	2004-09-07	http://www.cpsc.gov/en/Recalls/2004/CPSC-Lexmark-International-Inc-Announce-Recall-of-Laser-Printers/	Lexmark,null,null	Computer Equipment	Lexmark, Dell and IBM Laser Printers		Electrocution/Electric Shock	China
CPSC	04207	2004-09-02	http://www.cpsc.gov/en/Recalls/2004/CPSC-Target-Announce-Recall-of-Electric-Scooters-/	Leoch E-Vehicle,null	Scooters	Leoch Electric Red Dragon and E-Scooter Electric Scooters		Fire & Fire-Related Burn	China
CPSC	04209	2004-09-02	http://www.cpsc.gov/en/Recalls/2004/CPSC-Halcyon-Manufacturing-Announce-Recall-of-SCUBA-BC-Inflators-/	Halcyon Manufacturing	Scuba Diving/Water Activity Equipment	Halcyon Scuba Buoyancy Compensator (BC) stainless steel power inflators		Internal Injury	United States
CPSC	04210	2004-09-02	http://www.cpsc.gov/en/Recalls/2004/CPSC-Pelagic-Pressure-Systems-Announce-Recall-of-SCUBA-BC-Inflators-/	Pelagic Pressure Systems,null,null	Scuba Diving/Water Activity Equipment	Oceanic Reliant and AERIS AW3 Buoyancy Compensator (BC) inflators		Internal Injury	Taiwan
CPSC	04208	2004-09-02	http://www.cpsc.gov/en/Recalls/2004/CPSC-IBM-Announce-Recall-of-AC-Adapters-for-Notebook-Computers-/	IBM,null	Adapter/Power Supply/Charger/Battery	AC Power Adapters for use with ThinkPad and other notebook computers		Fire & Fire-Related Burn	China
CPSC	04204	2004-09-01	http://www.cpsc.gov/en/Recalls/2004/CPSC-Theraline-Inc-Announce-Recall-of-Maternity-and-Nursing-Pillows-/	Theraline	Pillows	Theraline Big V Maternity and Nursing Pillows		Suffocation	Germany
CPSC	04205	2004-09-01	http://www.cpsc.gov/en/Recalls/2004/CPSC-Boston-Billows-Inc-Announce-Recall-of-Nursing-Pillows-/	Boston Billows	Pillows	Boston Billows Nursing Pillows		Suffocation	United States
CPSC	04206	2004-09-01	http://www.cpsc.gov/en/Recalls/2004/CPSC-Regal-Lager-Inc-Announce-Recall-to-Repair-Stroller-Attachments-/	Lascal,null	Strollers & Accessories	Regal Lager Lascal Buggy Board stroller attachments		Fall	Sweden
CPSC	04578	2004-08-31	http://www.cpsc.gov/en/Recalls/2004/CPSC-Aviva-Sports-Announce-Recall-to-Repair-Astroslide-Water-Slides/	Aviva Sports	Swimming Pool Items	Aviva Astroslide Inflatable Water Slides		Drowning,null	China
CPSC	04203	2004-08-27	http://www.cpsc.gov/en/Recalls/2004/CPSC-BMW-Announce-Recall-of-SlideCarver-Scooters-/	BMW	Scooters	BMW SlideCarver Scooters		Vehicle Accident	Germany
CPSC	04576	2004-08-26	http://www.cpsc.gov/en/Recalls/2004/CPSC-GE-Announce-Recall-of-Ranges-and-Wall-Ovens/	General Electric,null,null,null	Ovens/Stoves/Ranges/Microwaves	General Electric freestanding electric coil ranges and double wall ovens,null,null,null		Electrocution/Electric Shock	United States,null
CPSC	04577	2004-08-26	http://www.cpsc.gov/en/Recalls/2004/CPSC-Whirlpool-Announce-Recall-of-Cooking-Products/	Whirlpool,null	Ovens/Stoves/Ranges/Microwaves	Whirlpool double ovens, oven-microwave combinations,null		Electrocution/Electric Shock	United States
CPSC	04199	2004-08-19	http://www.cpsc.gov/en/Recalls/2004/CPSC-PTI-Sports-Inc-Announce-Recall-of-Schwinn-Toddler-Bicycle-Helmets-/	PTI Sports,null,null,null,null,null	Helmets & Helmet Accessories	Schwinn-brand Toddler Bicycle Helmets		Internal Injury	China
CPSC	04201	2004-08-19	http://www.cpsc.gov/en/Recalls/2004/CPSC-Apple-Announce-Recall-of-PowerBook-Computer-Batteries-/	Apple,null	Computer Equipment	Rechargeable batteries in 15-inch Apple PowerBook G4 laptop computers		Fire & Fire-Related Burn	Taiwan
CPSC	04202	2004-08-19	http://www.cpsc.gov/en/Recalls/2004/CPSC-Meco-Corp-Announce-Recall-of-Red-Chairs-from-Childrens-Furniture-Sets-/	Meco,null	Furniture (Children)	Meco, Samsonite Red Folding Chair in Kid’s Essentials Furniture Set,null		Lead	China
CPSC	04574	2004-08-18	http://www.cpsc.gov/en/Recalls/2004/CPSC-Seventh-Avenue-Inc-Announce-Recall-of-Kitchen-Krumblers-Candle-/	Mostly Memories,null,null	Candles & Candle Holders	Mostly Memories Kitchen Krumblers Apple Cinnamon Candles		Fire & Fire-Related Burn	United States
CPSC	04575	2004-08-18	http://www.cpsc.gov/en/Recalls/2004/CPSC-American-Signature-Announce-Recall-of-Dinette-Chairs/	American Signature,null	Chairs & Stools	American Signature Windsor Dinette Chairs		Fall	United States
CPSC	04200	2004-08-18	http://www.cpsc.gov/en/Recalls/2004/CPSC-NIKE-Announce-Recall-of-Childrens-Athletic-Shoes-/	Nike	Shoes, Sandals & Boots	Nike Get-Go and Little Get-Go Children’s Athletic Shoes	308638,null,null,null	Choking	Indonesia
CPSC	04573	2004-08-17	http://www.cpsc.gov/en/Recalls/2004/CPSC-Belkin-Corp-Announce-Recall-of-Rackmount-Uninterruptible-Power-Supplies/	Belkin	Adapter/Power Supply/Charger/Battery	Belkin OmniGuard Rackmount Uninterruptible Power Supply (UPS)		Electrocution/Electric Shock	China
CPSC	04573	2004-08-17	http://www.cpsc.gov/en/Recalls/2004/CPSC-Belkin-Corp-Announce-Recall-of-Rackmount-Uninterruptible-Power-Supplies/	Belkin	Adapter/Power Supply/Charger/Battery	Belkin OmniGuard Rackmount Uninterruptible Power Supply (UPS)		Electrocution/Electric Shock	China
CPSC	04198	2004-08-13	http://www.cpsc.gov/en/Recalls/2004/CPSC-Vaxcel-International-Co-Ltd-Announce-Second-Recall-of-Ceiling-Fans-/	Vaxcel International,null,null	Fans	Aire Tek and Turn-of-the-Century Apollo Series ceiling fans with light		Electrocution/Electric Shock	Taiwan
CPSC	04196	2004-08-11	http://www.cpsc.gov/en/Recalls/2004/CPSC-PJ-Sleep-Shop-Announce-Recall-to-Repair-Bunk-Beds-/	PJ Sleep Shop,null	Bunk Beds	PJ Sleep Shop Twin/Twin, Twin/Double, and Loft Bunk wooden bunk beds		Strangulation	United States
CPSC	04572	2004-08-11	http://www.cpsc.gov/en/Recalls/2004/CPSC-OTT-LITE-Technology-Announce-Recall-of-10000-Lux-Light-Box-That-Simulates-Natural-Sunlight/	OTT-LITE,null	Lights & Accessories	OTT-LITE 10,000 Lux Light Box, Nu-Yu Light natural sunlight simulation units		Fire & Fire-Related Burn	United States
CPSC	04194	2004-08-06	http://www.cpsc.gov/en/Recalls/2004/CPSC-Determined-Productions-Announce-Recall-of-Plush-Toys-Sold-at-Kohls-Department-Stores/	Determined Productions,null	Toy Animals Stuffed/Not Stuffed	Determined Productions Plush Frog Stuffed Animals		Choking	China
CPSC	04571	2004-08-06	http://www.cpsc.gov/en/Recalls/2004/CPSC-HearthSong-Announce-Recall-of-Childrens-Toy-Balls/	HearthSong	Toy Balls	HearthSong Peek-a-Boo Balls		Choking	Thailand
CPSC	04195	2004-08-06	http://www.cpsc.gov/en/Recalls/2004/CPSC-TOMY-Company-Announce-Recall-of-Pokemon-Plush-Toys-/	Pokémon,null	Toy Animals Stuffed/Not Stuffed	TOMY Pokémon plush dolls, beanbags, and key chains		Laceration	China
CPSC	04193	2004-08-05	http://www.cpsc.gov/en/Recalls/2004/CPSC-The-Holmes-Group-Inc-Announce-Recall-of-Slow-Cookers-/	Holmes,null,null,null,null	Cookers & Cookware	Rival Crock-Pot Slow Cookers		Burn - Not Fire-Related	China
CPSC	04570	2004-08-05	http://www.cpsc.gov/en/Recalls/2004/CPSC-Select-Brands-Inc-Announce-Recall-of-Corningware-Slow-Cookers/	Select Brands,null,null	Cookers & Cookware	Corningware 4 Quart Slow Cooker		Fire & Fire-Related Burn	China
CPSC	04192	2004-08-04	http://www.cpsc.gov/en/Recalls/2004/CPSC-Osram-Sylvania-Products-Inc-Announce-Recall-of-Decorative-Light-Bulbs-/	Osram Sylvania,null	Lights & Accessories	Sylvania 60 watt B10 Decor (Ceiling Fan, Double Life) Light Bulbs	13323,null,null,null,null,null,null,null	Laceration	United States
CPSC	04191	2004-08-03	http://www.cpsc.gov/en/Recalls/2004/CPSC-Vornado-Air-Circulation-Systems-Announce-Recall-of-Portable-Electric-Heaters-/	Vornado Air Circulation Systems	Electric Heaters	Vornado VH, Intellitemp, EVH, DVH Portable electric whole room heaters		Fire & Fire-Related Burn	United States
CPSC	04190	2004-07-30	http://www.cpsc.gov/en/Recalls/2004/CPSC-Matsushita-Electric-Corporation-of-America-Announce-Recall-of-Combination-TVVCRs-/	Matsushita Electric,null,null,null,null,null	Televisions, Mounts, Guards & Antennas	Panasonic, Quasar, RCA, and JCPenney Combination TV/VCRs		Collapse,null	United States
CPSC	04188	2004-07-29	http://www.cpsc.gov/en/Recalls/2004/CPSC-The-WE-Bassett-Company-Announce-Recall-Eyelash-Curlers-/	W.E. Bassett,null,null,null,null,null,null,null,null,null	Eyelash Curlers	TRIM, Salon Plus Frosted Grip Eyelash Curlers		Laceration	China
CPSC	04189	2004-07-29	http://www.cpsc.gov/en/Recalls/2004/CPSC-GeartecMackarl-Announce-Recall-of-Bicycle-Helmets-/	Geartec,null,null,null	Helmets & Helmet Accessories	DBX Engage, DBX Ravage, Geartec ESPY bicycle helmets		Internal Injury,null	China
CPSC	04569	2004-07-27	http://www.cpsc.gov/en/Recalls/2004/CPSC-Friedrich-Air-Conditioning-Co-Announce-Recall-to-Repair-Packaged-Terminal-Air-Conditioners/	Friedrich Air Conditioning	Air Conditioners	Friedrich P Series Packaged Terminal Air Conditioning (PTAC) units		Fire & Fire-Related Burn	United States
CPSC	04186	2004-07-23	http://www.cpsc.gov/en/Recalls/2004/CPSC-Classic-Concepts-and-Pottery-Barn-Announce-Recall-of-Flammable-Rugs-/	Pottery Barn,null,null	Carpets/Rugs	Pottery Barn Bailey Chenille Rugs		Fire & Fire-Related Burn	India
CPSC	04184	2004-07-21	http://www.cpsc.gov/en/Recalls/2004/CPSC-Kmart-Corporation-Announce-Recall-of-Pool-Pump-Water-Guns-/	Kmart	Swimming Pool Items	Kmart Pool Pump Water Guns		Explosion/Projectiles	Hong Kong,null
CPSC	04568	2004-07-21	http://www.cpsc.gov/en/Recalls/2004/CPSC-Shivvers-Manufacturing-Announce-Recall-of-Blower-Blades-for-the-Jazee-and-Jazee-One-Grass-Collection-Systems/	Shivvers	Lawn Mowers & Accessories	Shivvers Country Clipper Jazee Grass Collection System Blower Blades		Explosion/Projectiles	United States
CPSC	04183	2004-07-20	http://www.cpsc.gov/en/Recalls/2004/CPSC-Simplicity-Manufacturing-Inc-Announce-Recall-to-Repair-Lawn-Tractors-and-Riding-Mowers-/	Simplicity Manufacturing,null,null	Lawn Mowers & Accessories	Simplicity, AGCO, & Massey Ferguson Coronet, Lancer riding lawn mowers,null		Laceration,null	United States
CPSC	04182	2004-07-20	http://www.cpsc.gov/en/Recalls/2004/CPSC-Jumpking-Inc-Announce-Recall-of-Chrome-Dumbbells-/	Reebok,null,null,null,null,null	Exercise Machines/Equipment	Reebok, NordicTrack Chrome Dumbbells		Collapse,null	China
CPSC	04567	2004-07-20	http://www.cpsc.gov/en/Recalls/2004/CPSC-BSH-Home-Appliances-Corp-Announce-Recall-to-Repair-Range-Hoods/	BSH Home Appliances,null	Ovens/Stoves/Ranges/Microwaves	BSH Bosch range hoods		Electrocution/Electric Shock	United States
CPSC	04566	2004-07-16	http://www.cpsc.gov/en/Recalls/2004/CPSC-Marshall-Fields-Announce-Recall-of-Fire-Pit-Spark-Screen/	Marshall Fields,null	Fireplaces & Accessories	Sean Conway Fire Pit Spark Screens	97169934567	Fire & Fire-Related Burn	Turkey
CPSC	04179	2004-07-15	http://www.cpsc.gov/en/Recalls/2004/CPSC-Target-Announce-Recall-of-Summerville-Toy-Truck-Sets-/	Target,null	Toy Trucks	Summerville EMERGENCY, HEAVY DUTY, CITY SERVICE Toy Truck Sets		Choking	China
CPSC	04180	2004-07-15	http://www.cpsc.gov/en/Recalls/2004/CPSC-Snow-Peak-USA-Inc-Announce-Recall-of-Gas-Camping-Stoves-to-Replace-Pumps-/	Snow Peak	Camping Items	Snow Peak Giga Power White Gas Camping Stoves		Fire & Fire-Related Burn	Japan
CPSC	04564	2004-07-15	http://www.cpsc.gov/en/Recalls/2004/CPSC-Jo-Ann-Stores-Inc-Announce-Recall-of-Bamboo-Torches/	Jo-Ann Stores	Torches	Jo-Ann bamboo torches		Fire & Fire-Related Burn	Hong Kong,null
CPSC	04565	2004-07-15	http://www.cpsc.gov/en/Recalls/2004/CPSC-Tristar-Products-Inc-Announce-Recall-of-Electric-Pressure-Washers-/	Tristar Products,null,null	Pressure Washers	Tristar Turbo Tiger Power Washers		Electrocution/Electric Shock	China
CPSC	04177	2004-07-14	http://www.cpsc.gov/en/Recalls/2004/CPSC-Georgia-Boot-Announce-Recall-of-Steel-Toe-Boots-/	Georgia Boot	Shoes, Sandals & Boots	Georgia Boot Steel Toe Logger Boots		Electrocution/Electric Shock	China
CPSC	04178	2004-07-14	http://www.cpsc.gov/en/Recalls/2004/CPSC-NETGEAR-Inc-Announce-Recall-of-Wall-Plug-Ethernet-Bridges-/	NETGEAR	Computer Equipment	NETGEAR Wall Plug Ethernet Bridges		Electrocution/Electric Shock	China
CPSC	04175	2004-07-13	http://www.cpsc.gov/en/Recalls/2004/CPSC-Elkay-Manufacturing-Co-Announce-Recall-of-Bottled-Water-Coolers-/	Elkay,null,null	Water Distillers/Coolers/Purifiers	Elkay Classic, Legend, Eclipse, Sentry, Legend hot/cold bottled water coolers		Fire & Fire-Related Burn	United States,null
CPSC	04176	2004-07-13	http://www.cpsc.gov/en/Recalls/2004/CPSC-Graco-Childrens-Products-Announce-Recall-of-Travel-Lite-Swings-/	Graco	Swings (Baby/Cradle)	Graco Travel Lite swings		Fall	United States
CPSC	04563	2004-07-12	http://www.cpsc.gov/en/Recalls/2004/CPSC-Playworld-Systems-Inc-Announce-Recall-to-Repair-Swing-Sets/	Playworld Systems	Swing Sets	Playworld Systems Arch Swing and Arch Swing Add-A-Bay Swing Sets		Fall	United States
CPSC	04174	2004-07-08	http://www.cpsc.gov/en/Recalls/2004/CPSC-Announces-Recall-of-Metal-Toy-Jewelry-Sold-in-Vending-Machines-Firms-agree-to-stop-importation-until-hazard-is-eliminated-/	A&A Global Industries,null,null,null	Costume/Children's Jewelry	Metal Toy Jewelry Sold in Vending Machines		Lead	India
CPSC	04173	2004-07-06	http://www.cpsc.gov/en/Recalls/2004/CPSC-Rivers-EdgeArdisam-Inc-Announce-Recall-of-Tree-Stands-/	Rivers Edge,null	Hunting Accessories	Rivers Edge Big Foot and Lite Foot Series hunting tree stands		Fall	United States
CPSC	04561	2004-07-06	http://www.cpsc.gov/en/Recalls/2004/CPSC-Bombardier-Recreational-Products-Inc-Announce-Recall-of-Ratchet-Winch-Kits-Sold-as-Accessory-for-Snowmobiles/	Bombardier (BRP),null,null	Snowmobiles,null	Bombardier Ratchet Winch Kits for Elite model Ski-Doo snowmobiles		Explosion/Projectiles	United States
CPSC	04562	2004-07-06	http://www.cpsc.gov/en/Recalls/2004/CPSC-Euroflex-Americas-Inc-and-QVC-Announce-Recall-of-Steam-Cleaners/	Euroflex Americas,null	Steamers	Euroflex Monster Watt Multisurface Steam Cleaners with Attachments		Burn - Not Fire-Related	Italy
CPSC	04560	2004-07-01	http://www.cpsc.gov/en/Recalls/2004/CPSC-Dell-Inc-Announce-Recall-of-Power-Adapters-for-Notebook-Computers/	Dell	Adapter/Power Supply/Charger/Battery	Dell Power Adapters for notebook (including Latitude & Inspiron) computers		Electrocution/Electric Shock	China
CPSC	04171	2004-06-29	http://www.cpsc.gov/en/Recalls/2004/CPSC-Echo-Inc-Announce-Recall-of-Gas-Powered-Hand-Tools-/	Echo,null	Weed Trimmers,null,null,null,null,null,null	Echo power grass trimmers, brush cutters, hedge clippers, brushcutters,null		Fire & Fire-Related Burn	United States
CPSC	04170	2004-06-25	http://www.cpsc.gov/en/Recalls/2004/CPSC-American-Promotional-Events-Inc-Announce-Recall-of-Fireworks/	American Promotional Events	Fireworks & Accessories	American Promotional TNT Titanium Six (T6) Break Artillery Shell Fireworks		Fire & Fire-Related Burn	China
CPSC	04559	2004-06-24	http://www.cpsc.gov/en/Recalls/2004/CPSC-Verizon-Wireless-Announce-Recall-of-Counterfeit-Cell-Phone-Batteries/	Verizon Wireless,null	Telephones, Cell Phones & Accessories,null	LG-branded TM-510 Cell Phone (Verizon) Batteries		Fire & Fire-Related Burn	
CPSC	04168	2004-06-23	http://www.cpsc.gov/en/Recalls/2004/CPSC-Dorel-Juvenile-Group-USA-Announce-Recall-to-Inspect-and-Replace-COSCO-Rock-N-Roller-Baby-Strollers-/	Dorel Juvenile Group,null,null,null,null,null,null,null,null,null	Strollers & Accessories	Cosco Rock ‘N Roller by Geoby Baby Strollers		Fall	China
CPSC	04169	2004-06-23	http://www.cpsc.gov/en/Recalls/2004/CPSC-Ames-True-Temper-Re-Announce-Recall-of-Wheelbarrows----Company-Offering-Gardening-Tool-Gift-to-Consumers-with-Repair-/	Ames True Temper,null,null,null,null	Wheelbarrows/Garden Carts	Ames True Temper Mustang wheelbarrows,null,null,null		Explosion/Projectiles	
CPSC	04166	2004-06-22	http://www.cpsc.gov/en/Recalls/2004/CPSC-Samara-Brothers-Inc-Announce-Recall-of-Childrens-Swimsuit-Cover-ups-/	Samara Brothers,null	Clothing (Children)	Samara Children’s Swimsuit Cover-up,null		Choking	China,null
